timestamp,bus_1_v,bus_2_v,bus_3_v,bus_4_v,bus_5_v,bus_6_v,bus_7_v,bus_8_v,bus_9_v,line_L1_4_load,line_L2_7_load,line_L3_9_load,line_L4_5_load,line_L4_9_load,line_L5_6_load,line_L6_7_load,line_L7_8_load,line_L8_9_load,breaker_L1_4,breaker_L2_7,breaker_L3_9,breaker_L4_5,breaker_L4_9,breaker_L5_6,breaker_L6_7,breaker_L7_8,breaker_L8_9,anomaly_score,threat_score,attack_active,flisr_state_encoded
1779704413594,1.04,1.025,1.025,1.0236,1.0603,1.0494,1.023,1.0564,1.0215,23.9,53.0,27.7,22.1,5.3,23.0,53.1,0.0,33.8,1,1,1,1,1,1,1,0,1,1.062422,25,0,0
1779704414596,1.04,1.025,1.025,1.0237,1.0604,1.0496,1.023,1.0568,1.0217,23.3,53.0,27.7,21.9,4.9,23.1,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062422,25,0,0
1779704415596,1.04,1.025,1.025,1.0237,1.0604,1.0498,1.0231,1.057,1.0217,23.9,53.0,27.7,22.2,5.2,22.9,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062422,25,0,0
1779704416597,1.04,1.025,1.025,1.0237,1.0603,1.0496,1.0231,1.0568,1.0217,24.0,53.0,27.7,22.1,5.4,22.6,53.1,0.0,33.8,1,1,1,1,1,1,1,0,1,1.062422,25,0,0
1779704417598,1.04,1.025,1.025,1.0237,1.0604,1.0495,1.0231,1.0566,1.0216,23.8,53.0,27.7,22.3,5.0,22.8,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062422,25,0,0
1779704418599,1.04,1.025,1.025,1.0237,1.0606,1.0496,1.0231,1.0564,1.0216,23.6,53.0,27.7,22.0,5.2,22.8,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062422,25,0,0
1779704419600,1.04,1.025,1.025,1.0237,1.0606,1.0495,1.0231,1.0567,1.0217,23.2,53.0,27.7,21.8,5.1,23.0,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.062422,25,0,0
1779704420601,1.04,1.025,1.025,1.0237,1.0606,1.0497,1.0231,1.0568,1.0217,23.0,53.0,27.7,21.9,4.8,23.1,53.1,0.0,33.2,1,1,1,1,1,1,1,0,1,1.062422,25,0,0
1779704421602,1.04,1.025,1.025,1.0238,1.0608,1.0497,1.0231,1.0571,1.0218,23.2,53.0,27.7,22.0,5.0,22.9,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062422,25,0,0
1779704422603,1.04,1.025,1.025,1.0238,1.0609,1.0497,1.0231,1.0569,1.0218,23.0,53.0,27.7,21.6,5.2,23.3,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062422,25,0,0
1779704423604,1.04,1.025,1.025,1.0237,1.0605,1.0493,1.0229,1.0566,1.0217,23.5,53.0,27.7,21.9,5.3,23.0,53.1,0.0,33.7,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704424605,1.04,1.025,1.025,1.0236,1.0603,1.0491,1.0228,1.0564,1.0216,22.9,53.0,27.7,21.6,5.0,23.3,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704425605,1.04,1.025,1.025,1.0236,1.0603,1.0491,1.0228,1.0568,1.0217,22.3,53.0,27.7,21.4,4.7,23.5,53.1,0.0,33.2,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704426607,1.04,1.025,1.025,1.0237,1.0605,1.0493,1.0229,1.0571,1.0218,22.7,53.0,27.7,22.0,4.4,23.3,53.1,0.0,33.0,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704427608,1.04,1.025,1.025,1.0238,1.0607,1.0493,1.0229,1.0572,1.0218,23.5,53.0,27.7,22.3,4.8,23.2,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704428609,1.04,1.025,1.025,1.0238,1.0607,1.0495,1.023,1.057,1.0218,23.9,53.0,27.7,22.4,5.1,23.1,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704429611,1.04,1.025,1.025,1.0239,1.0609,1.0498,1.0232,1.0572,1.0218,24.2,53.0,27.7,22.4,5.4,23.2,53.1,0.0,33.9,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704430611,1.04,1.025,1.025,1.0239,1.0608,1.05,1.0233,1.0574,1.0218,24.1,53.0,27.7,22.2,5.5,22.8,53.1,0.0,34.0,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704431612,1.04,1.025,1.025,1.0239,1.0608,1.0499,1.0232,1.0577,1.0219,23.2,53.0,27.7,21.6,5.3,23.1,53.1,0.0,33.8,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704432613,1.04,1.025,1.025,1.0238,1.0606,1.0496,1.0231,1.0578,1.0219,24.0,53.0,27.7,22.2,5.4,22.9,53.1,0.0,33.9,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704433615,1.04,1.025,1.025,1.0238,1.0605,1.0495,1.0231,1.0579,1.0219,23.7,53.0,27.7,22.0,5.4,22.9,53.1,0.0,33.9,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704434616,1.04,1.025,1.025,1.0238,1.0604,1.0494,1.023,1.0578,1.0219,23.0,53.0,27.7,21.6,5.0,23.1,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.063123,25,0,0
1779704435617,1.04,1.025,1.025,1.0237,1.0602,1.0492,1.0229,1.0579,1.0219,23.8,53.0,27.7,22.0,5.4,23.0,53.1,0.0,33.9,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704436618,1.04,1.025,1.025,1.0237,1.0602,1.0491,1.0229,1.0578,1.0219,23.7,53.0,27.7,22.1,5.2,23.0,53.1,0.0,33.7,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704437619,1.04,1.025,1.025,1.0236,1.06,1.0489,1.0228,1.0576,1.0218,23.6,53.0,27.7,22.3,4.7,22.7,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704438620,1.04,1.025,1.025,1.0235,1.0598,1.0487,1.0226,1.0574,1.0217,23.6,53.0,27.7,22.2,4.8,22.9,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704439621,1.04,1.025,1.025,1.0235,1.0597,1.0488,1.0227,1.0574,1.0217,22.8,53.0,27.7,21.7,4.6,23.3,53.1,0.0,33.2,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704440622,1.04,1.025,1.025,1.0235,1.0597,1.049,1.0228,1.0575,1.0218,23.2,53.0,27.7,21.9,4.8,23.0,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704441623,1.04,1.025,1.025,1.0236,1.06,1.0494,1.023,1.0573,1.0218,23.3,53.0,27.7,21.8,5.1,23.2,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704442625,1.04,1.025,1.025,1.0236,1.0601,1.0496,1.0231,1.0573,1.0218,23.1,53.0,27.7,21.6,5.2,23.2,53.1,0.0,33.7,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704443626,1.04,1.025,1.025,1.0236,1.0601,1.0495,1.023,1.057,1.0217,23.1,53.0,27.7,21.4,5.4,23.3,53.1,0.0,33.9,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704444628,1.04,1.025,1.025,1.0236,1.0602,1.0495,1.023,1.0566,1.0216,23.5,53.0,27.7,21.9,5.2,23.3,53.1,0.0,33.7,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704445629,1.04,1.025,1.025,1.0236,1.0604,1.0496,1.023,1.0564,1.0216,23.3,53.0,27.7,22.2,4.8,23.2,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704446631,1.04,1.025,1.025,1.0236,1.0604,1.0498,1.0231,1.0565,1.0216,23.5,53.0,27.7,22.1,5.2,23.0,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.063118,25,0,0
1779704447632,1.04,1.025,1.025,1.0236,1.0603,1.0498,1.0231,1.0568,1.0217,23.3,53.0,27.7,22.1,4.8,23.3,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704448633,1.04,1.025,1.025,1.0236,1.0604,1.0497,1.0231,1.0566,1.0217,23.3,53.0,27.7,21.9,5.1,23.1,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704449634,1.04,1.025,1.025,1.0236,1.0604,1.0496,1.0231,1.0564,1.0216,23.1,53.0,27.7,21.9,4.9,23.0,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704450635,1.04,1.025,1.025,1.0236,1.0605,1.0494,1.023,1.0562,1.0216,23.8,53.0,27.7,22.3,5.3,22.7,53.1,0.0,33.7,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704451636,1.04,1.025,1.025,1.0237,1.0608,1.0496,1.0231,1.0562,1.0216,23.8,53.0,27.7,22.2,5.4,22.9,53.1,0.0,33.8,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704452636,1.04,1.025,1.025,1.0237,1.0608,1.0496,1.0231,1.0564,1.0216,23.8,53.0,27.7,22.1,5.4,22.8,53.1,0.0,33.8,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704453637,1.04,1.025,1.025,1.0237,1.0608,1.0495,1.023,1.0564,1.0216,23.6,53.0,27.7,22.0,5.4,22.8,53.1,0.0,33.8,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704454637,1.04,1.025,1.025,1.0237,1.0606,1.0493,1.0229,1.0566,1.0216,23.5,53.0,27.7,22.2,5.0,22.9,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704455639,1.04,1.025,1.025,1.0237,1.0606,1.0492,1.0229,1.0568,1.0216,22.7,53.0,27.7,21.8,4.6,23.0,53.1,0.0,33.1,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704456640,1.04,1.025,1.025,1.0237,1.0604,1.0491,1.0229,1.057,1.0217,23.0,53.0,27.7,21.9,4.8,23.1,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704457640,1.04,1.025,1.025,1.0237,1.0605,1.0492,1.0229,1.0574,1.0218,23.5,53.0,27.7,22.4,4.7,22.8,53.1,0.0,33.2,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704458641,1.04,1.025,1.025,1.0238,1.0608,1.0496,1.0231,1.0573,1.0218,23.1,53.0,27.7,22.1,4.7,22.8,53.1,0.0,33.2,1,1,1,1,1,1,1,0,1,1.062857,25,0,0
1779704459642,1.04,1.025,1.025,1.0239,1.0611,1.05,1.0233,1.0572,1.0218,23.0,53.0,27.7,21.9,4.9,23.0,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704460643,1.04,1.025,1.025,1.0239,1.0611,1.0502,1.0233,1.0568,1.0217,22.9,53.0,27.7,21.5,5.3,23.4,53.1,0.0,33.7,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704461644,1.04,1.025,1.025,1.0239,1.0611,1.05,1.0232,1.0568,1.0217,22.8,53.0,27.7,21.6,5.1,23.2,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704462645,1.04,1.025,1.025,1.0239,1.0609,1.0499,1.0232,1.0569,1.0217,22.8,53.0,27.7,21.8,4.9,23.0,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704463646,1.04,1.025,1.025,1.0238,1.0608,1.0498,1.0231,1.0567,1.0217,22.9,53.0,27.7,21.8,5.0,22.8,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704464647,1.04,1.025,1.025,1.0237,1.0604,1.0495,1.023,1.0567,1.0217,23.3,53.0,27.7,22.0,5.0,22.8,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704465648,1.04,1.025,1.025,1.0237,1.0603,1.0492,1.0228,1.0569,1.0217,24.1,53.0,27.7,22.6,5.0,22.6,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704466649,1.04,1.025,1.025,1.0237,1.0605,1.0494,1.0229,1.057,1.0217,24.3,53.0,27.7,22.6,5.2,22.8,53.1,0.0,33.7,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704467651,1.04,1.025,1.025,1.0237,1.0606,1.0496,1.023,1.0572,1.0218,24.0,53.0,27.7,22.3,5.3,22.8,53.1,0.0,33.8,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704468652,1.04,1.025,1.025,1.0237,1.0605,1.0497,1.023,1.0575,1.0219,24.2,53.0,27.7,22.3,5.5,22.8,53.1,0.0,34.0,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704469652,1.04,1.025,1.025,1.0237,1.0604,1.0497,1.0231,1.0575,1.0219,23.7,53.0,27.7,22.2,5.0,23.1,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704470654,1.04,1.025,1.025,1.0237,1.0603,1.0496,1.0231,1.057,1.0217,23.7,53.0,27.7,22.1,5.2,23.1,53.1,0.0,33.7,1,1,1,1,1,1,1,0,1,1.063157,25,0,0
1779704471655,1.04,1.025,1.025,1.0237,1.0603,1.0497,1.0231,1.057,1.0217,23.5,53.0,27.7,21.9,5.3,23.3,53.1,0.0,33.8,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704472656,1.04,1.025,1.025,1.0237,1.0605,1.05,1.0232,1.0568,1.0217,23.3,53.0,27.7,22.1,4.9,23.1,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704473658,1.04,1.025,1.025,1.0237,1.0607,1.0501,1.0232,1.0569,1.0217,23.5,53.0,27.7,22.1,5.2,22.9,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704474659,1.04,1.025,1.025,1.0238,1.0607,1.0501,1.0232,1.0572,1.0218,23.7,53.0,27.7,22.1,5.5,23.1,53.1,0.0,33.9,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704475660,1.04,1.025,1.025,1.0238,1.0607,1.0501,1.0232,1.0574,1.0219,23.4,53.0,27.7,22.2,5.1,22.9,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704476660,1.04,1.025,1.025,1.0238,1.0607,1.05,1.0232,1.0573,1.0219,23.3,53.0,27.7,22.0,5.1,23.2,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704477662,1.04,1.025,1.025,1.0238,1.0606,1.0499,1.0232,1.0571,1.0218,23.2,53.0,27.7,22.0,4.9,23.0,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704478663,1.04,1.025,1.025,1.0238,1.0607,1.0499,1.0232,1.057,1.0218,23.4,53.0,27.7,22.3,4.7,22.7,53.1,0.0,33.2,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704479664,1.04,1.025,1.025,1.0238,1.0607,1.0499,1.0232,1.0571,1.0218,23.5,53.0,27.7,22.2,4.9,22.5,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704480664,1.04,1.025,1.025,1.0237,1.0604,1.0496,1.023,1.057,1.0218,22.9,53.0,27.7,21.7,4.8,22.9,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704481666,1.04,1.025,1.025,1.0236,1.0603,1.0494,1.0229,1.0568,1.0217,23.0,53.0,27.7,21.5,5.1,23.3,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704482667,1.04,1.025,1.025,1.0236,1.0603,1.0493,1.0229,1.0564,1.0216,22.5,53.0,27.7,21.3,4.9,23.5,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.062932,25,0,0
1779704483667,1.04,1.025,1.025,1.0236,1.0604,1.0495,1.023,1.056,1.0215,22.8,53.0,27.7,21.7,4.7,23.1,53.1,0.0,33.1,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704484668,1.04,1.025,1.025,1.0236,1.0604,1.0495,1.023,1.0559,1.0215,23.3,53.0,27.7,21.9,4.9,23.3,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704485669,1.04,1.025,1.025,1.0237,1.0606,1.0497,1.0231,1.0563,1.0216,23.2,53.0,27.7,22.1,4.7,23.2,53.1,0.0,33.1,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704486670,1.04,1.025,1.025,1.0237,1.0606,1.0499,1.0232,1.0566,1.0216,22.5,53.0,27.7,21.5,4.7,23.4,53.1,0.0,33.1,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704487670,1.04,1.025,1.025,1.0238,1.0609,1.0503,1.0234,1.0568,1.0217,22.7,53.0,27.7,21.7,4.8,23.5,53.1,0.0,33.2,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704488672,1.04,1.025,1.025,1.0239,1.0611,1.0505,1.0235,1.0572,1.0218,22.7,53.0,27.7,21.9,4.6,23.2,53.1,0.0,33.0,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704489672,1.04,1.025,1.025,1.024,1.0613,1.0506,1.0235,1.0576,1.022,23.1,53.0,27.7,22.1,4.9,22.8,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704490673,1.04,1.025,1.025,1.0239,1.0609,1.0502,1.0233,1.0575,1.022,23.5,53.0,27.7,22.5,4.7,22.8,53.1,0.0,33.2,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704491675,1.04,1.025,1.025,1.0237,1.0605,1.0499,1.0232,1.0573,1.0219,23.0,53.0,27.7,22.2,4.4,23.0,53.1,0.0,32.9,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704492677,1.04,1.025,1.025,1.0236,1.0602,1.0495,1.023,1.0572,1.0218,23.6,53.0,27.7,22.2,4.9,23.0,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704493677,1.04,1.025,1.025,1.0236,1.0601,1.0494,1.023,1.0568,1.0217,23.6,53.0,27.7,22.4,4.5,22.8,53.1,0.0,33.0,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704494678,1.04,1.025,1.025,1.0236,1.0601,1.0494,1.023,1.0568,1.0217,23.9,53.0,27.7,22.3,5.1,22.7,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.062638,25,0,0
1779704495679,1.04,1.025,1.025,1.0236,1.0601,1.0496,1.0231,1.0565,1.0216,23.7,53.0,27.7,22.1,5.2,22.9,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704496680,1.04,1.025,1.025,1.0237,1.0603,1.0498,1.0232,1.0568,1.0217,24.3,53.0,27.7,22.5,5.4,22.8,53.1,0.0,33.8,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704497680,1.04,1.025,1.025,1.0239,1.0607,1.05,1.0233,1.0573,1.0219,24.6,53.0,27.7,22.8,5.4,22.6,53.1,0.0,33.8,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704498681,1.04,1.025,1.025,1.024,1.0611,1.0503,1.0234,1.0576,1.022,24.1,53.0,27.7,22.3,5.6,22.7,53.1,0.0,34.0,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704499682,1.04,1.025,1.025,1.024,1.0611,1.0501,1.0233,1.0576,1.022,24.1,53.0,27.7,22.7,5.1,22.6,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704500684,1.04,1.025,1.025,1.0239,1.0609,1.05,1.0233,1.0572,1.0219,24.1,53.0,27.7,22.7,5.1,22.6,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704501685,1.04,1.025,1.025,1.0238,1.0607,1.0498,1.0232,1.057,1.0218,23.7,53.0,27.7,22.3,5.2,22.8,53.1,0.0,33.7,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704502686,1.04,1.025,1.025,1.0237,1.0605,1.0496,1.0231,1.0569,1.0217,23.8,53.0,27.7,22.6,4.8,22.6,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704503687,1.04,1.025,1.025,1.0236,1.0603,1.0496,1.0231,1.0569,1.0217,23.5,53.0,27.7,22.4,4.7,22.6,53.1,0.0,33.2,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704504688,1.04,1.025,1.025,1.0236,1.0604,1.0496,1.0231,1.0568,1.0217,23.3,53.0,27.7,22.1,4.8,22.7,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704505689,1.04,1.025,1.025,1.0236,1.0604,1.0497,1.0231,1.057,1.0217,23.3,53.0,27.7,22.3,4.6,22.6,53.1,0.0,33.1,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704506690,1.04,1.025,1.025,1.0236,1.0604,1.0496,1.0231,1.0567,1.0216,23.5,53.0,27.7,22.1,5.0,23.1,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062746,25,0,0
1779704507691,1.04,1.025,1.025,1.0236,1.0605,1.0497,1.0231,1.0567,1.0216,23.3,53.0,27.7,22.3,4.6,22.7,53.1,0.0,33.1,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704508692,1.04,1.025,1.025,1.0237,1.0607,1.0497,1.0231,1.0568,1.0217,23.5,53.0,27.7,22.2,4.9,23.2,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704509693,1.04,1.025,1.025,1.0239,1.061,1.0498,1.0231,1.0573,1.0219,22.9,53.0,27.7,22.0,4.5,23.1,53.1,0.0,33.1,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704510694,1.04,1.025,1.025,1.0239,1.0608,1.0497,1.0231,1.0575,1.0219,23.3,53.0,27.7,22.0,5.0,23.3,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704511695,1.04,1.025,1.025,1.0238,1.0606,1.0498,1.0231,1.0572,1.0218,23.3,53.0,27.7,22.2,4.6,23.1,53.1,0.0,33.2,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704512696,1.04,1.025,1.025,1.0236,1.0602,1.0497,1.0231,1.0569,1.0217,23.3,53.0,27.7,21.8,5.1,23.2,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704513697,1.04,1.025,1.025,1.0236,1.0602,1.0497,1.0231,1.0569,1.0217,23.4,53.0,27.7,21.8,5.3,23.0,53.1,0.0,33.8,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704514698,1.04,1.025,1.025,1.0236,1.0603,1.0495,1.023,1.0571,1.0217,22.9,53.0,27.7,21.5,5.2,23.2,53.1,0.0,33.7,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704515699,1.04,1.025,1.025,1.0237,1.0603,1.0493,1.0229,1.0575,1.0218,22.7,53.0,27.7,21.5,5.0,23.1,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704516700,1.04,1.025,1.025,1.0236,1.06,1.049,1.0227,1.0575,1.0218,23.4,53.0,27.7,21.8,5.2,22.7,53.1,0.0,33.7,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704517701,1.04,1.025,1.025,1.0235,1.0598,1.0491,1.0228,1.0573,1.0217,23.6,53.0,27.7,22.1,5.0,22.5,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704518702,1.04,1.025,1.025,1.0234,1.0595,1.0489,1.0227,1.0567,1.0215,23.3,53.0,27.7,21.9,4.8,22.7,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.062846,25,0,0
1779704519703,1.04,1.025,1.025,1.0234,1.0596,1.0488,1.0227,1.0568,1.0216,23.2,53.0,27.7,21.8,4.9,23.0,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704520705,1.04,1.025,1.025,1.0235,1.06,1.0491,1.0228,1.0567,1.0216,23.7,53.0,27.7,22.1,5.1,22.8,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704521706,1.04,1.025,1.025,1.0235,1.06,1.0491,1.0228,1.0565,1.0216,23.4,53.0,27.7,21.9,5.1,23.2,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704522707,1.04,1.025,1.025,1.0234,1.0598,1.0489,1.0227,1.056,1.0214,23.2,53.0,27.7,21.9,4.9,23.0,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704523707,1.04,1.025,1.025,1.0234,1.0597,1.0486,1.0226,1.0563,1.0215,23.8,53.0,27.7,22.2,5.1,22.7,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704524708,1.04,1.025,1.025,1.0234,1.0597,1.0488,1.0227,1.0568,1.0216,23.4,53.0,27.7,21.8,5.1,23.2,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704525709,1.04,1.025,1.025,1.0236,1.0601,1.0491,1.0228,1.057,1.0217,23.3,53.0,27.7,22.0,4.9,22.8,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704526711,1.04,1.025,1.025,1.0238,1.0605,1.0494,1.023,1.0574,1.0219,23.5,53.0,27.7,22.3,4.8,22.8,53.1,0.0,33.3,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704527712,1.04,1.025,1.025,1.0239,1.0609,1.0498,1.0232,1.0574,1.0219,23.5,53.0,27.7,22.5,4.6,22.5,53.1,0.0,33.1,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704528713,1.04,1.025,1.025,1.0239,1.0611,1.05,1.0233,1.0572,1.0219,23.3,53.0,27.7,22.4,4.6,22.8,53.1,0.0,33.1,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704529715,1.04,1.025,1.025,1.0239,1.0612,1.0499,1.0232,1.057,1.0219,23.2,53.0,27.7,22.0,5.1,23.1,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704530716,1.04,1.025,1.025,1.0238,1.061,1.0497,1.0231,1.0571,1.0219,22.6,53.0,27.7,21.6,5.0,23.4,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.062297,25,0,0
1779704531717,1.04,1.025,1.025,1.0237,1.0605,1.0493,1.0229,1.0573,1.0219,22.7,53.0,27.7,21.4,5.2,23.4,53.1,0.0,33.6,1,1,1,1,1,1,1,0,1,1.063211,25,0,0
1779704532718,1.04,1.025,1.025,1.0236,1.0601,1.0492,1.0229,1.0576,1.0219,22.7,53.0,27.7,21.5,5.0,23.1,53.1,0.0,33.4,1,1,1,1,1,1,1,0,1,1.063211,25,0,0
1779704533719,1.04,1.025,1.025,1.0236,1.0601,1.0492,1.0229,1.0577,1.0219,23.1,53.0,27.7,21.9,4.8,22.8,53.1,0.0,33.2,1,1,1,1,1,1,1,0,1,1.063211,25,0,0
1779704534720,1.04,1.025,1.025,1.0236,1.0601,1.0492,1.0229,1.0576,1.0219,23.3,53.0,27.7,21.8,5.1,23.1,53.1,0.0,33.5,1,1,1,1,1,1,1,0,1,1.063211,25,0,0
